Olen ymmärtänyt ja haluan osallistua tutkimukseen;Haluan minulle toimitettavan tiedon siitä kuinka minun tulokseni työmuistin kapasiteetti testissä vertaantuu otokseen. Tulos lähetetään tutkimuksen tulosten valmistuttua sähköpostilla.;Syötä tähän sähköpostikutsussa saamasi osallistujanumero. Numeroa käytetään kyselyn vastausten yhdistämiseen testin tuloksiin.:Osallistujanumero;Sukupuolesi;Ikäsi numeroina:;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Kun näen hyvännäköisen henkilön, minun on vaikea irrottaa katsettani hänestä.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Jos televisio on päällä taustalla, koen sen erittäin häiritseväksi.;"Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Pidän ""ikkunashoppailla"" tai selailla verkkokauppojen tuotteita, vaikka tiedän ettei minulla ole varaa niihin.";Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Kun haaveilen, liittyy se usein haluamiini asioihin.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Kun herkullista ruokaa on tarjolla, koen sen erittäin houkuttelevana.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Minulla on silmää kauneudelle.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Minulla on taipumusta keskittyä asioihin, joita tahdon enemmän kuin asioihin, joita tarvitsen tai tiedän olevan minulle hyväksi.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Mainostaulut kiinnittävät helposti huomioni.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Las Vegasin kaltaisen paikan nähtävyydet ja äänet innostavat minua.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Kun näen ihmisten tekevän jotain mistä pidän, haluaisin keskeyttää kaiken nykyisen tekemiseni ja liittyä mukaan.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Tavoittelen jotakin paljon todennäköisemmin, jos tilaisuus on suoran edessäni.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Jonkin asian näkeminen saa minut haluamaan sitä enemmän.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Minusta on vaikeaa keskittyä työhöni, jos jotain hauskaa tai mielenkiintoista tapahtuu ympärilläni.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Luen saamani tekstiviestin tai sähköpostin välittömästi merkkiäänen kuullessani, vaikka se keskeyttää tekemiseni.;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Minulle on todennäköistä, että ostan kaupassa esillä olevan tuotteen, vaikka en aikonut ostaa sitä kauppaan tullessani;Vastaa väittämiin. Valitse se vaihtoehto, joka kuvaa sinua parhaiten.:Jos jonkin tehtävän suorittamiseen ei sisälly palkkiota, on sen tekeminen mielestäni tylsää eikä tehtävään kannata käyttää liikaa huomiota.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Minun on vaikea keskittyä, jos ympärilläni esiintyy liikettä.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Yleensä pystyn kontrolloimaan ajatusteni kulkua, eivätkä ajatukseni häiritse keskittymistäni.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Voin työskennellä ongelmitta musiikkia kuunnellen.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Minusta on haastavaa suorittaa yhtä ja samaa tehtävää tunnin ajan.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Tiettyä tehtävää suorittaessani, mieleeni saattaa pompahtaa täysin aiheeseen liittymättömiä ajatuksia ja mielikuvia.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Keskeytän usein jonkin asian tekemisen, koska mieleeni muistuu jokin toinen tehtävä, joka on aloitettava tai keskeneräinen.*;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Keskityn yleensä vain yhteen tehtävään kerrallaan, kunnes saan sen valmiiksi.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Joskus keskeytän tekemiseni tarkistaakseni jotain tehtävään liittymätöntä muuta yksityiskohtaa.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Tietokoneella työskennellessäni, vierailen usein internetissä ja websivuilla, jotka eivät liity sisällöltään tekemääni tehtävään.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Minun on helppo keskittyä johonkin tehtävään, vaikka työskentelytilassani esiintyisikin liikettä.;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Minun on vaikea ajatella, jos ympäriltäni kuuluu ääniä, vaikka äänet eivät olisi erityisen voimakkaita.**;Vastaa seuraaviin väittämiin. Valitse itsellesi sopivin vaihtoehto.:Voin helposti olla välittämättä ympärilläni tapahtuvista asioista.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Ajatukseni usein harhailevat verkkosisältöön.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Minulla on haasteita irroittautua henkisesti verkkosisällöstä.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Ajattelen usein mielessäni verkkosisältöjä, vaikka keskustelsiin samaan aikaan jonkun kanssa.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Usein verkkosisältö valtaa ajatukseni, vaikka teen aivan muita asioita.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Kun saan viestin ajatukseni ohjautuvat siihen välittömästi.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Kun saan viestin, haluan lukea sen välittömästi.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Kun saan viestin kiinnitän siihen välittömästi huomioni, vaikka olisin tekemässä muita asioita sillä hetkellä.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Kun saan viestin annan sille välittömästi kaiken huomioni.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Tarkkailen internetissä tapahtuvia asioita jatkuvasti.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Haluan usein varmistua siitä, että olen selvillä verkossa tapahtuvista asioista.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Avaan usein tietyn sovelluksen, jotta ajankohtaiset asiat eivät jäisi huomaamatta.;Vastaa seuraaviin väittämiin. Valitse vaihtoehto, joka kuvaa parhaiten sinua.  Verkkosisällöllä tarkoitetaan mitä tahansa sisältöä mitä käytetään verkkoyhteydellä (Viestipalvelut (Whatapp, Signal, Telegram jne.), Sosiaalinen media (Facebook, Instagram), foorumit, uutissivustot jne.).:Tarkkailen aina, mitä internetissä tapahtuu tällä hetkellä.
1;1;3;1;26;3;4;4;4;4;4;4;2;1;3;3;2;4;4;3;4;6;1;3;2;3;3;5;4;3;2;5;1;5;3;2;2;5;5;5;2;2;4;5;3
1;1;5;2;26;3;4;2;3;4;2;3;2;1;2;4;4;3;3;3;2;5;2;2;5;6;6;2;5;6;3;5;2;5;5;3;4;4;4;4;4;2;2;2;2
1;1;4;1;28;3;1;4;4;2;3;2;3;1;3;3;4;4;4;1;2;5;2;6;6;4;6;2;6;6;5;1;4;3;2;1;2;4;4;2;2;4;5;5;3
1;1;6;2;25;3;2;4;2;2;3;3;3;2;2;3;3;4;3;3;2;3;5;2;2;5;4;4;5;2;4;5;2;4;3;2;2;3;4;3;2;2;4;4;3
1;1;9;2;26;3;2;2;4;3;2;2;3;2;2;4;4;3;3;2;2;4;2;4;1;6;2;6;4;4;4;5;2;2;2;2;2;3;4;2;2;1;1;1;1
1;1;1;2;27;2;3;1;4;4;0;3;4;1;3;4;4;4;4;2;2;5;4;6;5;3;4;3;6;6;5;4;5;3;3;1;2;5;4;5;4;2;2;5;3
1;1;8;1;30;3;3;4;3;4;3;4;3;3;2;3;3;3;3;3;2;4;4;4;3;5;4;3;5;5;3;4;3;4;4;3;4;4;4;4;3;4;3;4;4
1;1;11;2;22;3;2;3;4;4;3;3;2;2;3;0;3;4;4;2;2;4;3;4;4;6;5;5;5;4;3;4;4;3;0;1;1;4;4;4;2;4;4;4;3
1;1;14;1;38;3;4;3;3;4;3;3;2;2;2;3;3;3;4;2;2;5;3;4;3;2;3;3;3;1;4;4;3;4;3;2;2;4;4;4;3;3;3;3;2
1;1;13;1;55;3;4;3;3;3;4;2;3;3;2;2;3;3;2;2;2;5;3;3;2;4;2;4;2;3;2;4;3;2;1;1;1;2;2;2;2;1;1;2;2
1;1;10;2;23;3;3;1;2;4;3;3;3;2;3;3;4;4;3;3;2;3;5;4;2;5;4;3;4;5;3;3;3;3;3;1;3;3;4;4;3;2;4;5;4
1;1;12;2;21;3;4;2;4;4;3;3;2;2;4;4;4;4;3;;2;5;3;4;2;4;4;5;6;5;2;4;2;2;2;1;;5;5;4;3;3;3;3;4
1;1;2;1;31;3;3;3;4;4;3;3;3;1;2;3;3;4;2;3;3;5;3;3;5;5;5;3;5;3;2;3;3;3;1;2;2;3;2;3;2;3;2;2;2
1;1;15;1;22;3;3;2;4;4;3;4;3;2;1;3;3;4;3;3;2;6;3;5;4;4;4;3;6;5;3;2;0;5;4;3;3;4;3;2;3;4;0;3;0
1;1;16;1;30;1;3;2;3;4;2;4;2;1;2;0;4;4;3;2;2;2;2;4;2;5;5;3;6;4;3;3;3;5;4;2;3;5;4;4;4;2;2;4;2
1;1;18;2;25;2;2;1;4;4;0;4;1;4;3;1;2;3;4;2;2;4;5;1;2;5;2;5;2;2;3;4;3;2;2;2;3;4;5;5;4;2;3;3;3
1;1;17;1;25;3;2;3;4;4;3;4;4;2;4;2;4;4;3;3;2;3;4;2;2;4;4;3;4;3;4;3;4;4;3;2;3;4;4;4;3;3;4;4;3
1;1;22;2;30;3;3;1;2;4;4;0;3;3;2;0;0;3;2;0;2;5;3;5;2;5;4;3;4;5;4;5;3;3;2;2;2;3;1;2;2;2;2;2;2
1;1;23;1;34;3;2;1;3;4;4;2;2;1;3;4;4;4;0;2;2;5;2;2;2;4;3;2;5;5;3;5;1;4;2;4;3;4;4;3;2;4;4;5;4
1;1;19;1;43;3;3;1;4;4;3;1;3;2;2;3;2;2;4;1;2;1;6;5;1;2;1;4;4;2;6;1;6;4;4;2;2;4;5;4;4;4;4;4;3
1;1;21;1;39;3;3;1;3;4;3;3;2;1;3;3;3;2;3;2;2;3;4;4;1;4;4;3;4;4;4;3;4;3;4;4;3;4;3;3;3;2;3;4;3
1;1;25;1;31;4;3;3;3;4;4;2;3;1;2;3;3;4;3;2;2;4;3;2;3;3;5;6;4;2;2;4;2;3;2;3;1;4;4;4;3;2;3;3;2
1;1;20;2;25;4;2;4;4;4;3;4;4;3;4;4;4;4;4;4;4;6;3;2;5;5;5;6;5;5;3;5;2;5;5;3;5;5;5;4;4;5;5;5;5
1;1;28;2;32;3;2;2;1;3;3;2;2;3;3;3;3;4;3;2;1;2;6;6;2;6;2;3;5;5;6;1;4;3;4;2;2;2;2;4;2;3;5;5;2
1;1;27;1;27;4;3;3;4;4;3;4;1;1;3;2;2;4;4;1;1;5;2;5;2;4;3;1;6;6;2;5;2;5;2;1;1;4;5;4;3;4;5;2;4
1;2;29;2;20;3;3;2;4;4;3;4;2;4;4;4;4;4;4;2;3;6;4;3;6;6;5;2;5;6;3;4;2;5;4;1;5;4;4;5;4;5;5;4;4
1;2;26;2;28;3;2;2;4;4;3;3;4;3;3;4;2;3;1;2;3;4;5;5;2;5;6;2;4;4;5;3;4;4;4;2;1;3;4;2;1;4;2;3;3
1;1;30;2;24;2;2;3;4;0;0;3;2;1;3;3;3;3;2;4;1;3;5;0;2;5;2;5;4;4;5;2;5;2;4;2;2;2;2;3;1;3;3;3;1
1;1;31;1;24;3;3;4;0;4;4;3;2;1;2;2;3;4;3;2;2;4;2;5;3;6;3;4;5;2;4;3;1;4;5;2;3;3;4;3;2;4;2;3;2
